date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:06:44	84489/84489	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:22%20GMT	https://separateweb.com/niwax-demo/digital-agency-glassmorphism.html	D:/muneem/separateweb.com/niwax-demo/digital-agency-glassmorphism.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:45	52228/52228	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:31%20GMT	https://separateweb.com/niwax-demo/web-design-agency.html	D:/muneem/separateweb.com/niwax-demo/web-design-agency.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:45	63568/63568	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:22%20GMT	https://separateweb.com/niwax-demo/digital-marketing.html	D:/muneem/separateweb.com/niwax-demo/digital-marketing.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:45	49768/49768	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:20%20GMT	https://separateweb.com/niwax-demo/lead-generation.html	D:/muneem/separateweb.com/niwax-demo/lead-generation.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:45	53387/53387	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:37%20GMT	https://separateweb.com/niwax-demo/landing-page-1.html	D:/muneem/separateweb.com/niwax-demo/landing-page-1.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:46	53052/53052	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:34%20GMT	https://separateweb.com/niwax-demo/landing-page-2.html	D:/muneem/separateweb.com/niwax-demo/landing-page-2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:46	34635/34635	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:32%20GMT	https://separateweb.com/niwax-demo/freelance-portfolio.html	D:/muneem/separateweb.com/niwax-demo/freelance-portfolio.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:46	63466/63466	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:29%20GMT	https://separateweb.com/niwax-demo/app-development.html	D:/muneem/separateweb.com/niwax-demo/app-development.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:46	37459/37459	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:19%20GMT	https://separateweb.com/niwax-demo/minimal-portfolio.html	D:/muneem/separateweb.com/niwax-demo/minimal-portfolio.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:46	75976/75976	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:24%20GMT	https://separateweb.com/niwax-demo/creative-agency.html	D:/muneem/separateweb.com/niwax-demo/creative-agency.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:47	72723/72723	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:27%20GMT	https://separateweb.com/niwax-demo/branding-agency.html	D:/muneem/separateweb.com/niwax-demo/branding-agency.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:47	63021/63021	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:19%20GMT	https://separateweb.com/niwax-demo/modern-agency.html	D:/muneem/separateweb.com/niwax-demo/modern-agency.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:47	69181/69181	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:20%20GMT	https://separateweb.com/niwax-demo/graphic-studio.html	D:/muneem/separateweb.com/niwax-demo/graphic-studio.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:47	46215/46215	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:53%20GMT	https://separateweb.com/niwax-demo/digital-agency-onepage.html	D:/muneem/separateweb.com/niwax-demo/digital-agency-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:48	46241/46241	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:53%20GMT	https://separateweb.com/niwax-demo/digital-agency-dark-onepage.html	D:/muneem/separateweb.com/niwax-demo/digital-agency-dark-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:48	33157/33157	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:55%20GMT	https://separateweb.com/niwax-demo/web-design-agency-onepage.html	D:/muneem/separateweb.com/niwax-demo/web-design-agency-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:48	33182/33182	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:55%20GMT	https://separateweb.com/niwax-demo/web-design-agency-dark-onepage.html	D:/muneem/separateweb.com/niwax-demo/web-design-agency-dark-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:48	31770/31770	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:52%20GMT	https://separateweb.com/niwax-demo/digital-marketing-onepage.html	D:/muneem/separateweb.com/niwax-demo/digital-marketing-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:48	31847/31847	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:52%20GMT	https://separateweb.com/niwax-demo/digital-marketing-dark-onepage.html	D:/muneem/separateweb.com/niwax-demo/digital-marketing-dark-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:49	31106/31106	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:47%20GMT	https://separateweb.com/niwax-demo/lead-generation-onepage.html	D:/muneem/separateweb.com/niwax-demo/lead-generation-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:49	31132/31132	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:47%20GMT	https://separateweb.com/niwax-demo/lead-generation-dark-onepage.html	D:/muneem/separateweb.com/niwax-demo/lead-generation-dark-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:49	23651/23651	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:50%20GMT	https://separateweb.com/niwax-demo/freelance-portfolio-onepage.html	D:/muneem/separateweb.com/niwax-demo/freelance-portfolio-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:49	41439/41439	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:38%20GMT	https://separateweb.com/niwax-demo/freelancer-v2-onepage.html	D:/muneem/separateweb.com/niwax-demo/freelancer-v2-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:50	45242/45242	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:57%20GMT	https://separateweb.com/niwax-demo/app-development-onepage.html	D:/muneem/separateweb.com/niwax-demo/app-development-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:50	21890/21890	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:45%20GMT	https://separateweb.com/niwax-demo/minimal-portfolio-onepage.html	D:/muneem/separateweb.com/niwax-demo/minimal-portfolio-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:50	38693/38693	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:33%20GMT	https://separateweb.com/niwax-demo/creative-agency-onepage.html	D:/muneem/separateweb.com/niwax-demo/creative-agency-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:50	35832/35832	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:56%20GMT	https://separateweb.com/niwax-demo/branding-agency-onepage.html	D:/muneem/separateweb.com/niwax-demo/branding-agency-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:50	46706/46706	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:38%20GMT	https://separateweb.com/niwax-demo/modern-agency-onepage.html	D:/muneem/separateweb.com/niwax-demo/modern-agency-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:51	30785/30785	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:54%20GMT	https://separateweb.com/niwax-demo/business-and-startup-onepage.html	D:/muneem/separateweb.com/niwax-demo/business-and-startup-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:51	51760/51760	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:37%20GMT	https://separateweb.com/niwax-demo/graphic-studio-onepage.html	D:/muneem/separateweb.com/niwax-demo/graphic-studio-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:51	36860/36860	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:30%20GMT	https://separateweb.com/niwax-demo/about.html	D:/muneem/separateweb.com/niwax-demo/about.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:51	63601/63601	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:30%20GMT	https://separateweb.com/niwax-demo/about-2.html	D:/muneem/separateweb.com/niwax-demo/about-2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:51	37142/37142	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:31%20GMT	https://separateweb.com/niwax-demo/why-us.html	D:/muneem/separateweb.com/niwax-demo/why-us.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:52	35591/35591	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:41%20GMT	https://separateweb.com/niwax-demo/team.html	D:/muneem/separateweb.com/niwax-demo/team.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:52	31853/31853	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:40%20GMT	https://separateweb.com/niwax-demo/team-details.html	D:/muneem/separateweb.com/niwax-demo/team-details.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:52	35327/35327	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:26%20GMT	https://separateweb.com/niwax-demo/case-study.html	D:/muneem/separateweb.com/niwax-demo/case-study.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:52	43504/43504	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:25%20GMT	https://separateweb.com/niwax-demo/case-study-details.html	D:/muneem/separateweb.com/niwax-demo/case-study-details.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:53	37694/37694	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:19%20GMT	https://separateweb.com/niwax-demo/mission-vision.html	D:/muneem/separateweb.com/niwax-demo/mission-vision.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:53	35896/35896	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:23%20GMT	https://separateweb.com/niwax-demo/development-process.html	D:/muneem/separateweb.com/niwax-demo/development-process.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:53	66263/66263	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:25%20GMT	https://separateweb.com/niwax-demo/client-reviews.html	D:/muneem/separateweb.com/niwax-demo/client-reviews.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:53	41587/41587	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:24%20GMT	https://separateweb.com/niwax-demo/clients.html	D:/muneem/separateweb.com/niwax-demo/clients.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:53	36075/36075	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:49%20GMT	https://separateweb.com/niwax-demo/get-quote.html	D:/muneem/separateweb.com/niwax-demo/get-quote.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:54	36993/36993	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:21%20GMT	https://separateweb.com/niwax-demo/get-quote-2.html	D:/muneem/separateweb.com/niwax-demo/get-quote-2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:54	55581/55581	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:21%20GMT	https://separateweb.com/niwax-demo/get-quote-3.html	D:/muneem/separateweb.com/niwax-demo/get-quote-3.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:54	3315/3315	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:36%20GMT	https://separateweb.com/niwax-demo/login.html	D:/muneem/separateweb.com/niwax-demo/login.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:54	38031/38031	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:17%20GMT	https://separateweb.com/niwax-demo/service-card.html	D:/muneem/separateweb.com/niwax-demo/service-card.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:55	60360/60360	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:16%20GMT	https://separateweb.com/niwax-demo/service-web.html	D:/muneem/separateweb.com/niwax-demo/service-web.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:55	61865/61865	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:17%20GMT	https://separateweb.com/niwax-demo/service-app.html	D:/muneem/separateweb.com/niwax-demo/service-app.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:55	60882/60882	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:16%20GMT	https://separateweb.com/niwax-demo/service-marketing.html	D:/muneem/separateweb.com/niwax-demo/service-marketing.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:55	61507/61507	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:17%20GMT	https://separateweb.com/niwax-demo/service-graphic.html	D:/muneem/separateweb.com/niwax-demo/service-graphic.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:55	57245/57245	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:25%20GMT	https://separateweb.com/niwax-demo/career.html	D:/muneem/separateweb.com/niwax-demo/career.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:56	45954/45954	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:12%20GMT	https://separateweb.com/niwax-demo/shop-page.html	D:/muneem/separateweb.com/niwax-demo/shop-page.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:56	43853/43853	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:15%20GMT	https://separateweb.com/niwax-demo/shop-details.html	D:/muneem/separateweb.com/niwax-demo/shop-details.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:56	36825/36825	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:16%20GMT	https://separateweb.com/niwax-demo/shop-cart.html	D:/muneem/separateweb.com/niwax-demo/shop-cart.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:56	49527/49527	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:18%20GMT	https://separateweb.com/niwax-demo/pricing.html	D:/muneem/separateweb.com/niwax-demo/pricing.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:57	43760/43760	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:39%20GMT	https://separateweb.com/niwax-demo/typography.html	D:/muneem/separateweb.com/niwax-demo/typography.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:57	46676/46676	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:26%20GMT	https://separateweb.com/niwax-demo/button.html	D:/muneem/separateweb.com/niwax-demo/button.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:57	42011/42011	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:46%20GMT	https://separateweb.com/niwax-demo/locations.html	D:/muneem/separateweb.com/niwax-demo/locations.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:57	44919/44919	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:31%20GMT	https://separateweb.com/niwax-demo/faq.html	D:/muneem/separateweb.com/niwax-demo/faq.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:57	38447/38447	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:41%20GMT	https://separateweb.com/niwax-demo/tabs.html	D:/muneem/separateweb.com/niwax-demo/tabs.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:58	24156/24156	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:57%20GMT	https://separateweb.com/niwax-demo/error.html	D:/muneem/separateweb.com/niwax-demo/error.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:58	30733/30733	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:48%20GMT	https://separateweb.com/niwax-demo/gradients.html	D:/muneem/separateweb.com/niwax-demo/gradients.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:58	14137/14137	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:35%20GMT	https://separateweb.com/niwax-demo/header-v1.html	D:/muneem/separateweb.com/niwax-demo/header-v1.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:58	19865/19865	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:34%20GMT	https://separateweb.com/niwax-demo/header-v2.html	D:/muneem/separateweb.com/niwax-demo/header-v2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:58	19796/19796	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:35%20GMT	https://separateweb.com/niwax-demo/header-v3.html	D:/muneem/separateweb.com/niwax-demo/header-v3.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:59	14803/14803	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:33%20GMT	https://separateweb.com/niwax-demo/header-v4.html	D:/muneem/separateweb.com/niwax-demo/header-v4.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:59	43585/43585	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:51%20GMT	https://separateweb.com/niwax-demo/footer-design.html	D:/muneem/separateweb.com/niwax-demo/footer-design.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:59	38212/38212	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:48%20GMT	https://separateweb.com/niwax-demo/hover-animation.html	D:/muneem/separateweb.com/niwax-demo/hover-animation.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:06:59	43404/43404	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:43%20GMT	https://separateweb.com/niwax-demo/popup-modal.html	D:/muneem/separateweb.com/niwax-demo/popup-modal.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:00	32282/32282	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:46%20GMT	https://separateweb.com/niwax-demo/lists.html	D:/muneem/separateweb.com/niwax-demo/lists.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:00	46850/46850	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:27%20GMT	https://separateweb.com/niwax-demo/bootstrap-components.html	D:/muneem/separateweb.com/niwax-demo/bootstrap-components.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:00	40689/40689	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:43%20GMT	https://separateweb.com/niwax-demo/portfolio.html	D:/muneem/separateweb.com/niwax-demo/portfolio.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:00	31821/31821	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:42%20GMT	https://separateweb.com/niwax-demo/portfolio-2.html	D:/muneem/separateweb.com/niwax-demo/portfolio-2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:01	40786/40786	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:19%20GMT	https://separateweb.com/niwax-demo/portfolio-block.html	D:/muneem/separateweb.com/niwax-demo/portfolio-block.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:01	39471/39471	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:18%20GMT	https://separateweb.com/niwax-demo/portfolio-block-2.html	D:/muneem/separateweb.com/niwax-demo/portfolio-block-2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:01	33999/33999	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:18%20GMT	https://separateweb.com/niwax-demo/portfolio-details.html	D:/muneem/separateweb.com/niwax-demo/portfolio-details.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:01	47221/47221	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:29%20GMT	https://separateweb.com/niwax-demo/blog-grid-1.html	D:/muneem/separateweb.com/niwax-demo/blog-grid-1.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:01	42167/42167	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:29%20GMT	https://separateweb.com/niwax-demo/blog-grid-2.html	D:/muneem/separateweb.com/niwax-demo/blog-grid-2.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:02	43996/43996	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:28%20GMT	https://separateweb.com/niwax-demo/blog-right-sidebar.html	D:/muneem/separateweb.com/niwax-demo/blog-right-sidebar.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:02	37013/37013	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:28%20GMT	https://separateweb.com/niwax-demo/blog-left-sidebar.html	D:/muneem/separateweb.com/niwax-demo/blog-left-sidebar.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:02	56769/56769	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:27%20GMT	https://separateweb.com/niwax-demo/blog-single.html	D:/muneem/separateweb.com/niwax-demo/blog-single.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
01:07:02	24101/24101	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Apr%202022%2011:06:51%20GMT	https://separateweb.com/niwax-demo/freelance-portfolio-dark-onepage.html	D:/muneem/separateweb.com/niwax-demo/freelance-portfolio-dark-onepage.html	(from https://separateweb.com/niwax-demo/business-and-startup.html)
